realtime,time,text,cn,Start Time (Decimal Minutes),Sentiment Score (-10 to 10),sentiment intensive,arousal_score,Chinese Char Count,Duration (Seconds),Words per Minute,viwer,
20.47,"[17:56.160,17:58.860,1]",I have bought some trousers for my mother. Let's go and buy a pair for my husband.,我身上这个给妈妈买了裤子，给老公也去买一条吧。,17.94,0,0,2,21,2.7,466.6666667,1357,
20.51,"[17:58.860,17:59.210,1]",right.,对。,17.98,2.857142857,2.857142857,3,1,0.35,171.4285714,1363,
20.52,"[17:59.360,18:0.510,0]",That pair of jeans.,刚刚那条牛仔裤。,17.99,0,0,1,7,1.15,365.2173913,1363,
20.54,"[18:0.580,18:10.355,0]","No, you can buy it for yourself, buy it for your old mother, buy it for your best friend, if your daughter is very big, you can also buy her that stretch is too big, but what does the husband wear? Does the husband wear sweatpants?",不你可以给自己买啊，给自己的老母亲买都行为闺蜜买，如果你女儿很大了，也可以给她买那个弹力太大了，但是老公穿啥，老公是不是穿卫裤？,18.01,2.75,2.75,4,58,9.775,356.0102302,1363,
20.7,"[18:10.355,18:19.530,0]","Yes and husband, uh, is sometimes not pay attention to hygiene, not so love clean, and then is rougher a little rougher, want to buy a black baby, do you want to buy him black pants?",是而且老公呃，就是有的时候不讲究卫生，也没那么爱干净，然后就是糙比较糙一点点，想买个黑色宝宝，是不是都想给他买黑色裤子？,18.17,0.691666667,0.691666667,1,54,9.175,353.133515,1368,
20.86,"[18:19.530,18:32.630,0]","Yes, but black pants have a problem, black in the end ah, can not afford the ball, can not drop hair, sticky hair, especially in the winter, black sticky hair this thing is very normal yes, uh, but this pants he won't purple, he also want ah, pink purple also want.",是的，但是黑色裤子又有问题了，黑色到底啊，起不起球，掉不掉毛，粘不粘毛，尤其在冬天，黑色粘毛这个事情是很正常的是的呃，但是这条裤子他不会紫色，他也要啊，粉色紫色也要。,18.33,-0.675,0.675,2,72,13.1,329.7709924,1366,
21.08,"[18:32.830,18:33.530,1]","Oh, my God.",哎呀，妈呀。,18.55,0,0,2,4,0.7,342.8571429,1361,
21.09,"[18:33.780,18:34.930,0]",Then there is no one to tell.,那就没有一个可以讲了。,18.56,0,0,1,10,1.15,521.7391304,1333,
21.11,"[18:35.030,18:36.430,0]",Answer the question until you see it later.,回答问题一会看到再回答。,18.58,0,0,2,11,1.4,471.4285714,1333,
21.14,"[18:36.430,18:41.930,0]","Let me finish the product first, the basic method of using these pants,",我先把品讲完，这条裤子根本用的办法，,18.61,1.25,1.25,2,16,5.5,174.5454545,1333,
21.27,"[18:44.230,18:49.105,0]","Then this pants baby it is called non-dirt, it is not dirt at the same time no hair.",然后这条裤子宝宝它叫不沾灰，它的不沾灰的同时也不沾毛。,18.74,0,0,1,25,4.875,307.6923077,1333,
21.35,"[18:49.105,18:50.755,0]",The outer fabric is yoga fabric for you.,外面的面料给你用的是瑜伽面料。,18.82,0,0,1,14,1.65,509.0909091,1340,
21.38,"[18:50.755,18:53.530,0]",Pants. Where do you put your pants?,来裤子，你裤子在放哪了？,18.85,0,0,2,10,2.775,216.2162162,1319,
21.42,"[18:53.580,19:0.530,0]","On the outside of these pants is yoga fabric, yoga is also a kind of thickened yogi for autumn and winter.",在这这裤子外面是瑜伽面料，瑜伽而且是呃秋冬的属于加厚型的一个瑜。,18.89,3,3,4,30,6.95,258.9928058,1319,
21.54,"[19:0.600,19:4.350,0]",Yoga fabrics from home do not stick to balls and hair.,家来的瑜伽面料不起球，不粘毛。,19.01,0,0,2,13,3.75,208,1294,
21.6,"[19:4.350,19:7.000,0]","You have a cat at home, cuddle it on your lap and let it rub around.",家里养了猫，抱在你的腿上，让它随便蹭。,19.07,0,0,1,16,2.65,362.2641509,1294,
21.65,"[19:7.000,19:11.375,0]","It doesn't matter, department, as long as you stand up, ah, it it goes, cat hair goes with it.",没关系的，系，只要你站起来，诶，它它走了，猫猫毛也跟走了。,19.12,-0.5,0.5,1,23,4.375,315.4285714,1284,
21.72,"[19:11.375,19:17.650,0]","Yes, it is very smooth and wear-resistant children. They will not ball when they roll on the ground. It is very wear-resistant.",是的，非常的顺滑耐磨的小朋友，随便在摸地上摸爬滚打都不会起球，非常耐磨。,19.19,3.6,3.6,5,32,6.275,305.9760956,1284,
21.83,"[19:18.300,19:28.500,0]","The cashmere inside gives you the compound is Oli cashmere, Austrian cashmere is very delicate, Austrian cashmere has elasticity, yoga pants have elasticity, so this pants it is elastic ah, it will not collapse, will not collapse on the body.",里面的绒给你复合的是奥丽绒，奥粒绒是很细腻的，奥粒绒有弹力，瑜伽裤有弹力，所以这条裤子它是有弹力的啊，它不会崩，不会崩在不会崩在身上。,19.3,-3.9,3.9,5,60,10.2,352.9411765,1278,
22.01,"[19:28.550,19:37.600,0]","And then I'll show you, hey, the big one over there over there on this shelf, this this this behind this oh, here, and then I'll show you the work inside.",然后我给你看一下，哎，大的那条在那在那在这个架子上，这个这个这个后面这个哦，在这看到了，然后给你看一下里面的做工。,19.48,-2,2,3,51,9.05,338.121547,1278,
22.17,"[19:38.350,19:42.325,0]",I made a velvet waist inside. I made it so fit for you. See?,我里面做了加绒的腰头，给你做的这么服帖，看到没有？,19.64,4,4,5,22,3.975,332.0754717,1261,
22.24,"[19:42.325,19:52.000,0]","You go outside to buy a lot of pants, is there a bag edge so wrapped edge of this pile ah, you will feel uncomfortable, see our family to do a flat, this is some of the brand of workmanship.",你去外面买的很多裤子，是不是都有包边这样包边这一坨啊，你会觉得不舒服，看我们家做的平平整整，这都是品牌的一些做工来的。,19.71,-1.75,1.75,2,54,9.675,334.8837209,1240,
22.4,"[19:52.100,20:0.550,0]","The stitching inside all give you a three-dimensional edge, it will not stand up, it is flat and smooth, smooth and fit, so.",里面拼接的地方全部给你做了立体包边，它不会立起来，它是平平整整的来看，平整平整服帖的，所以。,19.87,2.9375,2.9375,4,41,8.45,291.1242604,1240,
22.54,"[20:0.620,20:7.070,0]","When you sit down, your fleece pants won't hit your butt, or your tail vertebrae, or feel uncomfortable.",坐下的时候，加绒的裤子也不会硌到屁缝啊，也不会那个硌到那个尾椎骨啊，不会不舒服。,20.01,-3.277777778,3.277777778,4,36,6.45,334.8837209,1242,
22.65,"[20:7.170,20:22.020,0]","There are also on the side of the sample flat, the foot is threaded, it is made of father and son father and daughter pants pants, but the mother can wear, our mother can wear medium size and large size, can dad three sizes can be, the baby can wear both men and women.",还有侧面也上样的平平整整，脚口是螺纹的，它是做的父子父女呃裤子裤子装，但是妈妈也能穿，我们妈妈能穿中码和大码，可以爸爸三个码数都可以，宝宝不分男女都可以穿。,20.12,0.946428571,0.946428571,2,71,14.85,286.8686869,1232,
22.9,"[20:22.320,20:27.795,0]",A good menswear store with functional designs like this one is starting at 149 for a pair of these fleece pants.,像这种有功能型做的又好的男装店里，一条这种加绒裤子都是149起。,20.37,3.5,3.5,4,27,5.475,295.890411,1185,
22.99,"[20:27.795,20:33.045,0]","For our family, this pair of pants, uh, is 99 cheaper from tomorrow.",对我们家这条裤子，呃，从明天开始是99便宜。,20.46,0,0,1,17,5.25,194.2857143,1184,
23.08,"[20:33.045,20:38.570,0]","Today you have one and a half minutes, two and a half minutes for adults to buy 79 yuan.",今天给你们限时1分半，两分半以内大人的去买79块钱。,20.55,-1.666666667,1.666666667,4,21,5.525,228.0542986,1188,
23.18,"[20:38.920,20:44.870,0]",The baby's 41 looks 20 like this one from link 3211.,宝宝的41气色20来3211号链接手上拿的这一条的呢。,20.65,0,0,1,18,5.95,181.512605,1203,
23.28,"[20:44.870,20:51.720,1]","It's a size L for Dad. Then, ABU wears a medium size for Dad, and it's okay for mom to wear it, and it's the same for kids.",是爸爸一个L码啊，然后，阿布身上穿的是爸爸一个中码，然后妈妈穿也是可以的，小朋友也是一样的。,20.75,2.5,2.5,3,40,6.85,350.3649635,1237,
23.39,"[20:51.720,20:57.145,1]","According to the height, how much height to buy how much, he is to wear to the height of 180180 pounds of father can.",按照身高，身高多少买多少，他是穿到身高180180斤的爸爸都可以的。,20.86,2,2,3,25,5.425,276.4976959,1230,
23.48,"[20:57.145,21:0.570,0]","You see, I'm big in this, baby, but it's okay, I'm not.",你看，我穿这个大了，宝宝，但是没关系，我穿了不。,20.95,2.5,2.5,4,19,3.425,332.8467153,1230,
23.55,"[21:0.940,21:5.690,0]",I'm just wearing it too loose. Is the 101 short stand-up collar jacket open?,只是穿的太宽松了，101短款立领外套开了吗？,21.02,-0.256410256,0.256410256,2,17,4.75,214.7368421,1230,
23.62,"[21:5.690,21:9.140,0]",What 101 baby did you say link number 1 101?,什么101宝宝你说1号101号链接吗？,21.09,0,0,2,11,3.45,191.3043478,1225,
23.68,"[21:9.140,21:12.690,0]","I can't tell you that. I can't tell you that. Baby, you can just take a picture, OK?",那个讲不到哎，那个不讲，宝宝你可以直接拍好不好呃？,21.15,5,5,5,22,3.55,371.8309859,1225,
23.74,"[21:12.690,21:20.490,0]","And then I came to see, I'm a medium M now, baby I'm the smallest, but it's too big for me, yeah, because it's Dad's size, so he's about 5 '7 "".",然后我来看，我现在穿的是中码M码，宝宝我穿的是最小码，但我穿它也大了，是啊，因为这是爸爸的尺码，他大概要穿到1米7。,21.21,0,0,1,48,7.8,369.2307692,1225,
23.87,"[21:20.490,21:26.565,0]","Well, then I got longer, looser and fatter around the waist, just to tell you what they think the shape of it looks like?",嗯，然后我穿的长了，宽松了，腰头肥了，就是告诉你他们大概它的版型是什么样子啊？,21.34,0,0,1,34,6.075,335.8024691,1229,
23.97,"[21:26.565,21:27.290,0]",Does it fit?,穿合身嘛？,21.44,4,4,5,4,0.725,331.0344828,1214,
23.99,"[21:27.340,21:31.140,0]","If it's supposed to fit like this, that's it. That's it. That's it. That's it.",如果穿的合身应该是这样的，就是这样这样这样把它撑的刚刚好。,21.46,4,4,4,27,3.8,426.3157895,1216,
24.05,"[21:31.190,21:33.115,0]","Yes, it's very cozy inside.",对啊，里面非常的服帖。,21.52,-2.6,2.6,3,9,1.925,280.5194805,1216,
24.08,"[21:33.115,21:41.365,0]","Moreover, Austrian fleece is one of my favorite fabrics. Austrian fleece and polar fleece belong to the ceiling fleece in autumn and winter.",而且奥粒绒是我个人非常喜欢的面料，就奥粒绒跟摇粒绒在秋冬天属于呃天花板的一个绒了。,21.55,2.083333333,2.083333333,4,39,8.25,283.6363636,1216,
24.22,"[21:41.365,21:48.990,0]","Well, with the exception of the velvety, which is for deep winter wear and is sub-zero, but you can't go wrong with the velvety you want to wear at zero.",嗯，除了那个密密绒，密密绒是深冬穿的就是穿的零下的，但是，你在零上想穿的绒就这两种面料就不会出错了。,21.69,-2.5,2.5,2,45,7.625,354.0983607,1206,
24.35,"[21:49.390,21:52.190,0]",Dad 180 pounds can cross L size is OK.,爸爸180斤可以穿叉L码可以啊。,21.82,2.5,2.5,3,11,2.8,235.7142857,1198,
24.4,"[21:52.190,21:53.815,0]","The banana pants aren't scheduled for today, are they?",香蕉裤今天没有安排好吧？,21.87,0,0,1,11,1.625,406.1538462,1213,
24.43,"[21:53.815,22:0.590,1]","And, baby, you got this price today is really delicious, like our summer summer, Mom a pair of pants 79, Dad a pair.",而且，宝贝们，你们今天买到这个价格真的太香了，像咱们夏天夏天了呢，妈妈一条裤子79，爸爸一条。,21.9,10,10,10,39,6.775,345.3874539,1213,
24.54,"[22:0.660,22:2.285,1]","Trousers 89 don't have velvet inside, do they?",裤子89里面不加绒，对不对？,22.01,0,0,1,10,1.625,369.2307692,1193,
24.57,"[22:2.285,22:7.310,1]","The one you got today is lined inside, and it's full hemmed counter quality.",是你今天买到的是里面是加绒的，而且它呢里面是全包边的专柜品质的。,22.04,3.5,3.5,4,30,5.025,358.2089552,1193,
24.65,"[22:7.360,22:12.085,1]",The price I got today is only 79. There will be no such price later on.,今天到手的价格也才79的价格，后面是不会有这个价的哦。,22.12,0,0,2,23,4.725,292.0634921,1193,
24.73,"[22:12.085,22:20.060,1]","Today is because we have reserved a day's first price for everyone. Today, when you see it now, hurry to shoot it. After a minute, this price will end.",今天是因为给大家保留了一天的一个上头价，今天看到现在看到赶紧去拍它，过了一分钟之后呢，这个价格也要结束了。,22.2,2.5,2.5,4,49,7.975,368.6520376,1208,
24.87,"[22:20.360,22:22.410,0]","Yes yes, ouch.",是的是的，哎呦喂。,22.34,0,0,1,7,2.05,204.8780488,1218,
24.91,"[22:23.010,22:25.960,1]",The child's waist is not that God pulls rope.,小朋友的腰头是没有那个神抽绳。,22.38,0,0,1,14,2.95,284.7457627,1217,
24.96,"[22:26.060,22:29.810,0]",Adults do because children are not allowed to arrange rope by state rules.,大人有因为小朋友国家规定是不能安排绳子的。,22.43,0,0,1,20,3.75,320,1216,
25.03,"[22:29.810,22:30.460,0]",But not at all.,但凡的话呢。,22.5,0,0,1,5,0.65,461.5384615,1216,
25.04,"[22:30.460,22:33.960,1]","We want to wear a pair of black trousers in winter, because black goes with everything and it is stain resistant.",我们冬天想要穿一条黑色的裤子，因为黑色百搭，而且黑色耐脏。,22.51,-1.666666667,1.666666667,4,26,3.5,445.7142857,1216,
25.1,"[22:34.060,22:40.660,1]","If you are worried that it will stick, that it will get ash, go buy the number one link, it can do real non-stick hair and non-ash.",如果你担心它会粘毛的，担心它会沾灰的，去买一号链接，它是能做到真正的不粘毛不沾灰。,22.57,2,2,2,37,6.6,336.3636364,1213,
25.21,"[22:40.660,22:45.885,0]","Yes, Friday ha ha ha, go buy a big size buy ouch, so thin, only 82 pounds, are you sure?",是的，星期五哈哈哈，去买个大码买哎呦，好瘦啊，才82斤，你确定吗？,22.68,0.25,0.25,2,25,5.225,287.0813397,1213,
25.29,"[22:45.885,22:47.335,1]",Isn't it 82kg for me?,对我不是82kg吗？,22.76,0,0,1,5,1.45,206.8965517,1227,
25.32,"[22:47.335,22:49.110,1]",Children's Wear is a shop.,穿什妈童装是一家店。,22.79,0,0,2,9,1.775,304.2253521,1227,
25.35,"[22:49.410,22:50.760,0]",1 meter 7282jin.,1米七二八十二斤。,22.82,0,0,1,7,1.35,311.1111111,1227,
25.38,"[22:50.760,22:51.410,0]",Oh my God.,我的天。,22.85,0,0,1,3,0.65,276.9230769,1245,
25.4,"[22:52.260,22:54.010,1]",Are you so skinny?,你穿这么瘦啊？,22.87,0,0,2,6,1.75,205.7142857,1245,
25.43,"[22:54.010,22:55.460,1]",You wear L.,你穿你穿L吧。,22.9,0,0,1,5,1.45,206.8965517,1245,
25.45,"[22:55.460,22:56.310,0]",You should wear a larger size.,你穿大码吧。,22.92,0,0,1,5,0.85,352.9411765,1245,
25.47,"[22:56.310,22:58.285,0]",Make a note of it if your waist is a little fatter.,如果要是腰肥了点，你就记一下。,22.94,-1.875,1.875,2,13,1.975,394.9367089,1245,
25.5,"[22:58.285,23:0.160,0]","Yes, because he's 82 pounds. I don't know.",是的，因为他82斤，我不知道。,22.97,0,0,1,10,1.875,320,1245,
25.54,"[23:0.680,23:2.580,1]",Then you need to buy a trouser length.,那那你得买个裤长对。,23.01,0,0,2,9,1.9,284.2105263,1245,
25.57,"[23:2.580,23:9.505,0]","But the length of your trousers, you are going to buy it, coat and hat on the bottom, OK, I will be right back to you, right now, pants hurry up.",但是你裤长要买的啊，你就是去买回去，外套帽子打底，好，马上给你来，马上来，裤子赶紧去。,23.04,2.678571429,2.678571429,3,36,6.925,311.9133574,1223,
25.69,"[23:9.505,23:18.355,0]","Because if you want to buy a pair of black pants for the winter and want them to be non-sticky and non-dusty for your baby, go for these.",因为但凡你冬天想买一条黑色的裤子，又希望它不粘毛不起球不沾灰的宝宝，就去买身上这条。,23.16,-1.666666667,1.666666667,4,39,8.85,264.4067797,1223,
25.84,"[23:18.355,23:18.905,0]",It doesn't matter.,而且它话呢。,23.31,0,0,1,5,0.55,545.4545455,1219,
25.85,"[23:18.905,23:29.680,1]","Such thick pants, baby single, can be worn to 10~18°, our waist is so thin, it is not fat at all, inside, it is all inside curly edge this process is more difficult to do, and its cost is higher.",这么厚的裤子，宝贝单条的话呢，可以穿到10~18°的，我们腰头做到这么薄，是一点都不显胖的，里面的话呢，全都是内卷边这种工艺更加难做，而且它的成本更高。,23.32,-0.744897959,0.744897959,3,62,10.775,345.2436195,1219,
26.03,"[23:29.830,23:35.080,1]","The inner velvet is very delicate, the inner velvet is not velvet, and the outer fabric is not sticky.",里面的绒它是很细腻的，里面的绒它是不掉绒的，外面的面料它是不粘毛的。,23.5,-1.3,1.3,1,31,5.25,354.2857143,1204,
26.11,"[23:35.080,23:39.380,1]","For link number one, I'll give you another 10 seconds and after that, the price will be over.",一号链接的话呢，再给大家做10秒十秒钟之后呢，价格直接结束。,23.58,0,0,1,25,4.3,348.8372093,1194,
26.19,"[23:39.380,23:40.730,1]",Do you have a coat for Dad?,外套有爸爸穿的吗？,23.66,0,0,1,8,1.35,355.5555556,1197,
26.21,"[23:40.730,23:42.130,1]",Go buy a 3-in-1 hardshell jacket.,去买三合一冲锋衣哦。,23.68,0,0,2,9,1.4,385.7142857,1197,
26.23,"[23:42.180,23:48.705,0]","83,170 catties, go to buy fork L size try, is it not yoga material should be OK?",幺八三一百七十斤，去买叉L码试试看，对是不是瑜伽料是应该是可以的？,23.7,5,5,6,29,6.525,266.6666667,1165,
26.34,"[23:48.705,23:52.530,0]","Yes, the yoga fabric on the outside is the yoga fabric, and the inside is made of the beaded velvet.",对，瑜伽面料外面是瑜伽面料，里面是做的那个珠花绒的。,23.81,0,0,1,23,3.825,360.7843137,1163,
26.41,"[23:52.580,24:0.630,0]","Here, next, the little jacket on me, that's my coat, isn't it, um, the coat on my body, I'm telling you, it's thicker than the yoga fabric on my pants, it's thicker.",来，下一个，我身上的小上衣，当是我的外套，是不是嗯，身上的外套，我跟你说，它比我身上的裤子的瑜伽面料更厚，是它属于加厚。,23.88,-0.9375,0.9375,2,51,8.05,380.1242236,1163,
26.54,"[24:0.700,24:3.200,0]","Thick yoga fabric, so it feels very latex.",厚型的瑜伽面料，所以它摸起来很有乳胶感。,24.01,-0.5,0.5,2,18,2.5,432,1172,
26.59,"[24:3.400,24:10.350,0]","If you ever touch those thick, latex, uh, pants in the winter, they're the same.",你们但凡冬天摸过那种很厚的那种乳胶的那个呃那种裤子，它是一样一样的。,24.06,-1.5,1.5,4,32,6.95,276.2589928,1172,
26.7,"[24:10.400,24:24.000,0]","Sometimes your chest pad is not inside the latex chest pad, you pinch to see QQ bounce huge comfortable, it is it is very soft, and very slippery, soft and delicate slip, it is not the kind of cheap slip, it is not the kind of latex slip that you rarely can touch.",有时候你的胸垫是不是里里面是乳胶胸垫，你捏捏看QQ弹弹的巨舒服，它就是它很软，而且很滑，软软的细腻的滑，它不是那种廉价的滑，它不是是你很少能摸到的那种乳胶的滑。,24.17,2.83,2.83,5,71,13.6,313.2352941,1163,
26.93,"[24:24.050,24:28.150,0]","Then, the soft is very soft, but it has a crisp feeling, soft and not collapsing.",然后呢，软非常的柔软，但是它有挺括感，软而不塌。,24.4,1.45,1.45,2,20,4.1,292.6829268,1177,
27,"[24:28.350,24:31.800,0]","After putting it on, it feels like there are no wrinkles. It is not easy to have the feeling of wrinkles.",穿上身上以后，感觉像没有没有褶皱，不容易有褶皱的感觉。,24.47,-2.166666667,2.166666667,2,24,3.45,417.3913043,1177,
27.06,"[24:31.950,24:35.500,0]","The quality looks very advanced, very dew, very sophisticated.",品质看起来很高级，很有露露风，很有精致感。,24.53,4.566666667,4.566666667,6,18,3.55,304.2253521,1177,
27.13,"[24:35.800,24:43.150,0]","The rotator cuff has pockets next to the seams, but the fabric inside the pockets is thin, and the pockets are very fitting. Alas, they will not be bulging.",插肩袖这种拼接缝旁边有口袋，那但是口袋里面的面料是薄的，而且口袋很服帖，哎，就不会鼓鼓囊囊啊。,24.6,-0.375,0.375,1,42,7.35,342.8571429,1174,
27.25,"[24:43.150,24:47.200,0]",Invisible is the little standing collar that zips up to keep out the wind. Yes.,隐形的是拉链拉起来以后有挡风的小立领，是的。,24.72,-1.875,1.875,3,20,4.05,296.2962963,1162,
27.32,"[24:47.200,24:48.350,1]",And the face is very small.,而且显得脸特别小。,24.79,-3.25,3.25,4,8,1.15,417.3913043,1162,
27.34,"[24:48.350,24:55.850,0]","The bottom hem is this part, it looks good to put down, it looks good to tuck in, it looks good to tuck in, it is better proportion.",下面的下摆是本部的，放下来好看，塞进去也好，也好看，塞进去也好，比例更好。,24.81,4.888888889,4.888888889,7,31,7.5,248,1162,
27.47,"[24:56.350,25:0.650,0]","Now the body is wearing a medium size M size, there are fleece, let you see, forgot ah, children do 3.",现在身上穿的是中码M码，里面有绒，给你看一下，忘了的啊，小朋友做了3。,24.94,0,0,2,28,4.3,390.6976744,1173,
27.54,"[25:0.720,25:3.545,1]",One color adults make apricot and black two colors.,个颜色大人就做杏色跟黑色两个颜色。,25.01,-1.666666667,1.666666667,2,16,2.825,339.8230088,1163,
27.59,"[25:3.545,25:10.570,0]","For you to see the inside of the velvet is very ah, do not focus ah, the inside of the velvet is very delicate, look delicate velvet is very comfortable, very comfortable.",对你看里面的绒非常哎呀，不聚焦诶，里面的绒非常的细腻，看细腻的绒很舒服，很舒服。,25.06,1.1,1.1,1,35,7.025,298.9323843,1154,
27.71,"[25:10.670,25:12.070,0]",You'll know when you touch this.,这个摸上手你就知道了。,25.18,0,0,1,10,1.4,428.5714286,1152,
27.73,"[25:12.070,25:19.520,0]","If you are confused about the color, because he only has apricot and black tangled babies go to buy apricot, more noble more noble.",如果你们纠结颜色，因为他大人只有杏色和黑色纠结的宝宝都去买杏色，对更显贵更显贵气。,25.2,2.333333333,2.333333333,3,38,7.45,306.0402685,1152,
27.86,"[25:19.520,25:28.220,0]","Yeah, but if you want to say I'm strong, I want black, I want to look thin, I want to look thin, because this is fabric and pattern thin, apricot is also very thin.",对啊，但是如果你想说我很壮，我就是想要黑色，想显想要瘦上显瘦，因为我这个是面料和版型显瘦，杏色也很显瘦。,25.33,-2.422222222,2.422222222,4,46,8.7,317.2413793,1152,
28,"[25:28.220,25:30.970,0]","But if you want to be thin and thin, why don't you buy black?",但是，你想要瘦上加瘦，那你就买黑好不好？,25.47,-3.222222222,3.222222222,3,17,2.75,370.9090909,1168,
28.05,"[25:31.120,25:34.320,0]","The child has three colors, and it has a creme tangerine color.",小朋友有3个颜色，它里面加了一个橘奶橘色。,25.52,0,0,1,18,3.2,337.5,1168,
28.1,"[25:34.470,25:37.570,0]","If you want a bright color, you can buy mountain milk for it.",如果你想要跳色亮色的，可以去冲它买山奶。,25.57,7,7,9,18,3.1,348.3870968,1160,
28.16,"[25:37.570,25:40.845,0]","Well, I personally recommend the gray letter pair, at the top of the list.",哎，我个人推荐灰信对，排在首位。,25.63,2.5,2.5,2,13,3.275,238.1679389,1160,
28.21,"[25:40.845,25:46.145,0]","Well, the second color is black. Yes, if you have trouble with the color, you can buy grey apricot. It's really nice.",嗯，第二个颜色就是黑色，是的纠结颜色的宝宝宝宝就买灰杏，真的好看。,25.68,0.366666667,0.366666667,1,29,5.3,328.3018868,1160,
28.3,"[25:46.145,25:47.245,1]","Yes, buy the gray apricot.",对，买灰杏就买灰杏。,25.77,0,0,1,8,1.1,436.3636364,1145,
28.32,"[25:47.245,25:47.820,0]",It's really nice.,真的好看。,25.79,6,6,8,4,0.575,417.3913043,1145,
28.33,"[25:47.970,26:0.420,0]","This is like this small fabric of the general to sell 159169, to our home today to give you the price, oh, where where to see dizzy, ah no not outside masturbate, is it seven or eight hundred.",这像这个这个小面料的一般要卖个159169，要的我们家今天给你开的价格，哎呀，在哪里在哪里看晕了，哎不不在外面撸撸，是不是七八百对。,25.8,-0.666666667,0.666666667,2,54,12.45,260.2409639,1176,
28.54,"[26:0.740,26:3.040,0]","We sell 219 very cheap, don't we?",我们家卖的219都很便宜，是吧？,26.01,5.2,5.2,5,11,2.3,286.9565217,1190,
28.58,"[26:3.140,26:6.540,0]",I'll give you the adult 109 directly today.,今天直接给你开大人的109。,26.05,1,1,2,10,3.4,176.4705882,1190,
28.64,"[26:6.590,26:16.390,0]","The baby's 69 period has passed, today after I talk about this minute and a half, the baby he needs to add more than 20 yuan, he needs to add more than 20, then 135 is also cheap.",宝宝的69期过了，今天过了我讲的这一分半之后，宝宝他需要加20多块钱，他需要加20多，到时候是135也便宜。,26.11,3.083333333,3.083333333,5,40,9.8,244.8979592,1190,
28.8,"[26:16.390,26:22.990,0]","It's 109. Go to link 3211. Black will try it on you in a moment. Yes, all by height.",现在是109，来3211号链接，黑色马上给你试，稍等一下下是的，全部按身高买。,26.27,-1.666666667,1.666666667,2,27,6.6,245.4545455,1220,
28.92,"[26:23.140,26:31.440,0]","If you weigh a lot more, more than 15 pounds, more than 20 pounds, you need to buy a larger size normal, you don't need to wear big.",如果你体重超很多，超十五二十斤，超超20斤，你才需要买大一个码数正常，你不需要穿大的。,26.39,2.75,2.75,5,36,8.3,260.2409639,1220,
29.05,"[26:31.440,26:35.990,0]","B: Yes, I was just wearing a medium, M. I'm 5 '5 "", because I have a big frame and I have a wide shoulder.",是的，我刚刚穿的是中码，M码，我一米65，因为我骨架大，我肩宽很宽的。,26.52,-0.5,0.5,1,26,4.55,342.8571429,1221,
29.13,"[26:35.990,26:42.890,0]","Well, don't look at me thin, my shoulder width is 44, I belong to the big skeleton, I take up a lot of clothes Yes, you see, no matter how thin I am, I can not wear small size.",嗯，你不要看我瘦，我的肩宽有44，我是属于大骨架，我很占衣服的是的啊，就是你看，我再瘦，我也不能穿小码。,26.6,-2.625,2.625,4,42,6.9,365.2173913,1241,
29.24,"[26:42.890,26:45.090,0]","After I wear it, this place is not economical.",我穿了以后，这里就是不合算的啊。,26.71,-1.5,1.5,3,14,2.2,381.8181818,1241,
29.28,"[26:45.090,26:46.815,1]",A: Just not suitable. A Euro 100 yards plus?,就不合适，欧包100码加吗？,26.75,-2.75,2.75,4,9,1.725,313.0434783,1241,
29.31,"[26:46.815,26:49.840,1]","That doesn't add up. Take a look at the back. Ok, it has a silhouette.",那个加不上了，背后看一下好的，它算有廓型的。,26.78,2.5,2.5,3,19,3.025,376.8595041,1241,
29.36,"[26:49.840,26:51.815,1]",His hat doesn't fall back.,它的帽子的话呢是不会往后坠的。,26.83,0,0,1,14,1.975,425.3164557,1253,
29.39,"[26:51.815,26:56.615,1]","What's more, if you look at the work on the inside, it's full of detail.",而且的话呢，它里面做工再看一下露在外面的地方，细节感都是满满的。,26.86,4.25,4.25,4,29,4.8,362.5,1253,
29.47,"[26:56.615,27:0.690,1]","First of all, the hat here is wrapped, and the velvet inside is also very delicate, the bottom horse.",首先，帽子这里是包边的，而且里面的绒也是很细腻的，打底马。,26.94,-0.7,0.7,3,25,4.075,368.0981595,1253,
29.54,"[27:0.760,27:1.760,1]",Come on up here and wait a minute.,上来稍等一下啊。,27.01,0,0,2,7,1,420,1269,
29.56,"[27:1.810,27:2.885,0]","Yep, I agree.",对啊。,27.03,0,0,1,2,1.075,111.627907,1262,
29.58,"[27:2.885,27:6.260,1]",Of course the inside of your hat is different color.,你帽子的内里颜色怎么然当然不一样。,27.05,0,0,1,16,3.375,284.4444444,1262,
29.63,"[27:6.260,27:7.410,1]","Bao, did you say black?",宝，你宝说的是黑色吗？,27.1,-1.666666667,1.666666667,3,9,1.15,469.5652174,1262,
29.65,"[27:7.410,27:9.260,1]","It doesn't matter you, because each color is different.",不管是你，因为它每个颜色不一样。,27.12,0,0,1,14,1.85,454.0540541,1262,
29.68,"[27:9.260,27:14.910,0]","Yes, you want me to add fleece inside, the color of the fleece is different, so the color of my hat inside is also different.",对呀，你想我里面加了绒，这绒的颜色就是不一样的，所以我里面帽子的颜色也是不一样的。,27.15,0,0,1,37,5.65,392.920354,1280,
