time ,cn,text,viwer
"[14:5.215,14:11.290,0]",所以，你们真心喜欢，想要宝贝们先不用想其他的品质跟价格全部交给我，你们先体验一下。,"So, if you really like it, if you want the baby, don't think about other quality and price, I will give you a taste first.",1074
"[14:11.390,14:15.490,0]",几十块钱，你们在线下可能逛街半个小时，你喝两三杯奶茶没了。,"Tens of yuan, you may go shopping offline for half an hour, you drink two or three cups of milk tea is gone.",1075
"[14:15.640,14:26.165,0]",今天在我直播间，我给到大家今天花的也是明白的钱，好吧，幺三幺五三九十九斤，穿不了面料特别柔软，棉的三棉的，它能不柔软吗？,"Today in my broadcast room, I give you to spend today is also understand the money, well, MAO MAO 539 pounds, can not wear the fabric is particularly soft, cotton three cotton, it can not soft?",1007
"[14:26.165,14:32.590,0]",不是涤纶化纤的啊，宝贝们，最后给大家再保留20秒付款时间，我就恢复到129的价格了。,"It's not polyester, baby. At the end of the day, I'll give you 20 seconds to pay, and I'll restore the price to 129.",973
"[14:32.690,14:37.340,0]",106买110啊，幺零六三十八斤啊，那可以买120就行了。,"106 buy 110 ah, one thousand six hundred and thirty-eight pounds ah, that can buy 120.",941
"[14:37.340,14:48.540,0]",搭配裤子，你们搭配我们家花灰色啊，搭配花灰色就手上这条卫裤，男生当然能穿了，男女都能穿，这个是晴天主题的就是蓝天白云的感觉都能去穿的啊。,"With pants, you with our family flower gray ah, with flower gray on the hand of this sweatpants, boys of course can wear, both men and women can wear, this is a sunny theme is the feeling of blue sky and white clouds can go to wear ah.",912
"[14:48.590,14:54.340,0]",我们家这一件给大家过到的是轻薄一点的，我觉得这个更适合当做一个内胆去穿。,The one we have at home for everyone is a little lighter. I think this one is more suitable for wearing as an inner bladder.,879
"[14:54.590,15:0.490,0]",这一件的话，你们到时候南方宝宝都可以去入手，也是加棉的轻薄的啊，这个你们到。,"This one, you when the south baby can go to buy, also add cotton light ah, this you go.",853
"[15:0.560,15:13.510,0]",9价格是59块九吧，这一件呃幺二四五十二斤去买130就行了，做点亲子的幺零六四十斤买个120做点儿亲子的，我怕你们都买不完了，都幺三五六十二斤买140啊。,"9 The price is 59 yuan 9, this one er 2452 catties to buy 130 on the line, do some parent-child mono 6040 catties to buy 120 parent-child do some parent-child, I'm afraid you can not buy all, all mono 3562 catties to buy 140 ah.",854
"[15:13.710,15:17.610,0]",嗯，然后这个棉服的话，我们拍完之后直接恢复到109吧。,"Well, with the quilted suit, let's just go straight back to 109 when we're done.",843
"[15:18.260,15:27.735,0]",裤子有加绒不加绒两个版本的啊，加绒不加绒都可以，根据你们南方北方两地的需求去买啊，然后价格是39块9起的。,"Pants with or without fleece two versions ah, fleece or without fleece, according to your north and south to buy, then the price is 39.9 yuan.",830
"[15:27.735,15:36.710,0]",这个裤子的话，今天也是做搭配的，呃八十三二十三斤去买个九零码裤子的话，待会儿拍完也要恢复的，恢恢复一下价格恢复到69啊。,"This pants, today is also to do the match, uh eighty-three pounds to buy a size 90 pants, after the auction also want to restore, restore the price back to 69 ah.",821
"[15:36.860,15:44.960,0]",今天买到的全部是给大家做到的，是一个首批来的，所以早买也可以早感受一下，早享受到发货好不好啊？,"What I bought today is all for you to do, is one of the first to come, so early to buy can also feel early, early to enjoy the delivery, OK?",847
"[15:44.960,15:51.360,0]",都买到都拍到了吧，都买到都拍到的话，我们这边就准备先过掉了啊，那就过其他的了。,"I think we've got all of them. If we've got all of them, we're ready to pass them first. Then we'll pass the others.",842
"[15:51.410,15:55.685,0]",对，是棉服啊，宝贝们衣服还没买链接就没了，就买了个裤子。,"Yes, it's a cotton-padded jacket. Baby, the link is gone before the clothes are bought. I just bought a pair of pants.",852
"[15:55.685,16:0.510,0]",今天那这样吧，新粉今天刚刚来到我们家直播间左上角没。,How about today? The new fan just arrived at the top left corner of our studio today.,865
"[16:0.580,16:5.080,0]",点关注的，大家先把关注先点一下，关注的话，先可以点一下。,"Point of concern, we first focus on the first point, if you are concerned, you can point first.",865
"[16:5.230,16:7.280,0]",喜欢我们家风格的先点一下啊。,"If you like our style, click on it first.",875
"[16:7.380,16:14.005,0]",嗯，衣服没了我看到了，要哪个喜欢哪个，你们喜欢哪个我就先上哪个了。,"Well, the clothes are gone. I see them. I'll take whichever one you like first.",875
"[16:14.005,16:15.830,0]",你们想要哪个我就先讲哪个。,I'll tell you which one you want first.,875
"[16:16.080,16:22.330,0]",要格子留个1，要橙色留个2，喜欢哪个我就给你们先上哪个，想要哪个我就给你们先上哪个。,"Leave a 1 for the grid, a 2 for the orange, and I'll give you the one you like first, the one you want first.",888
"[16:22.330,16:29.880,0]",按你们需求来好不好，这两个都是棉服来的，都是棉服啊，春秋冬都能穿的呃，都有都要是吗？,"According to your needs, how about these two are cotton-padded clothes, they are cotton-padded clothes, can be worn in spring and winter, are they all available?",890
"[16:30.030,16:31.705,0]",那就两个链接都做了吧。,Do both links then.,891
"[16:31.705,16:45.980,0]",后台好，最后一波了，再帮我申请个50单过来，再给大家这50单半价的活动链接，你帮我准备一下，然后我把面料细节给你们讲一下，讲完之后，你们再去买，不要去觉得盲目去就是下单的啊。,"Backstage hello, the last wave, and help me apply for 50 singles over, and then give you this 50 singles half price activity link, you help me prepare, and then I tell you the details of the fabric, after the finish, you go to buy, do not feel blind to go is the order ah.",915
"[16:46.030,16:50.355,0]",这个衣服，不管我开的再便宜，也要看清楚品质好吧。,"This dress, no matter how cheap I buy it, must be of good quality.",938
"[16:50.355,17:0.030,0]",我问一下，我直播间900来位宝妈们今天要下单呢，是给男生还是给女生买的是给男生买的，留个男，是给女生买的，留个女啊。,"Let me ask you, the 900 or so precious mothers in my studio are placing orders today, are they buying for boys or for girls? They're buying for boys, keeping a boy, keeping a girl.",965
"[17:0.030,17:0.530,0]",我们这个。,Ours.,965
"[17:0.600,17:5.050,0]",新号的话，每一天人群不稳定，我想看一下今天是偏男孩儿多，还是女孩儿多。,"With the new number, the crowd is unstable every day. I want to see if there are more boys or more girls today.",982
"[17:5.150,17:15.025,0]",后续会跟我们家那个设计开发的小姐姐沟通一下啊，男孩儿女孩儿都买男女都有这个衣服，偏中性啊，宝贝都能穿的。,I will communicate with my sister who designs and develops in my family later. Boys and girls buy this dress for both men and women. It is neutral and can be worn by babies.,982
"[17:15.025,17:28.300,0]",这个颜色的主题就是晴天蓝天白云的，就是小朋友穿在身上一眼就很明亮的上身就是那种很清新清爽的感觉，然后，面料给大家做到的是棉感的，中间是双倍加厚的棉。,"The theme of this color is sunny blue sky and white clouds, which means that the upper body worn by children is very bright at a glance is that kind of fresh and refreshing feeling. Then, the fabric gives you a sense of cotton, and the middle is double thickened cotton.",1001
"[17:28.450,17:34.700,0]",呃，里面给你们做到的是舒美城内衬的吸式排汗非常棒，上身不觉得闷，不觉得不透气。,"Well, what you've got in there is a very good suction perspiration from the Comforter inner lining. It doesn't feel stuffy, it doesn't feel breathable.",980
"[17:34.700,17:43.650,0]",而且，整个衣服的话，大家春秋冬三个季节都能去穿的啊，春秋冬穿起来的话，它都是很保暖的，可以当内搭，可以当外套。,"Moreover, the whole clothes, we can go to the spring and autumn winter three seasons to wear ah, spring and autumn and winter to wear up, it is very warm, can be used as the interior, can be used as a coat.",992
"[17:43.700,17:57.900,0]",我们家这个衣服的话，你别看它是一件这样就是很轻飘飘的，但是它很保暖的，它做到的是轻暖的感觉的，呃，南北方都能去穿的，回去大家手洗机洗都可以，不缩水不变形，不会成团的。,"Our home this clothes, you don't look at it is a piece of this is very light floating, but it is very warm, it is light warm feeling, uh, the north and south can go to wear, go back to everyone hand washing machine washing can not shrink not deformation, will not form a group.",970
"[17:57.900,18:0.550,0]",因为用的棉花全部是好的，不会给你。,"Because the cotton used is all good, it will not be given to you.",962
"[18:0.620,18:9.670,0]",你们做那些差的成团的，我们家不是做那种以次充好的，就是有一些棉服的话，它就是以重取胜的，就觉得重就保暖了。,"You do those bad group, our family is not to do that kind of shoddy, is to have some cotton clothes, it is to win by heavy, you feel heavy on the warm.",994
"[18:9.720,18:13.520,0]",那那些的话，就是你们洗了之后肯定会成坨，这个不会的啊。,"Well, if that's what happens when you wash it, it's going to be a mess. This isn't.",994
"[18:13.570,18:23.120,0]",然后这个小朋友穿在身上也不压个儿不压身的，男女胖瘦黑皮黄皮都能去穿，因为这个颜色就相当于太阳放晴的时候，对不对？,"Then the children wear on the body also do not press the body, men and women fat thin black yellow skin can go to wear, because this color is equivalent to when the sun clears up, right?",1034
"[18:23.120,18:27.720,0]",我们出门不管是黑皮黄皮，它都是比较显白的，呃，都能hold得住的。,"Whether we go out black or yellow, it is more white, uh, can hold.",1063
"[18:27.770,18:33.170,0]",线下你们去买一件这种品质的小众行货店，卖你一件起码得两两百块。,"Offline, if you go to a niche store of this quality, it will cost you at least two hundred or two hundred yuan.",1078
"[18:33.370,18:40.420,0]",今天在我直播间给大家129半价，我都不开了，我也冲刺一波一千五一千五百的在线吧。,"Today in my studio to give you 129 half price, I do not open, I also sprint a wave of one thousand five thousand five hundred online.",1115
"[18:40.670,18:41.270,1]",好的。,Well.,1115
"[18:41.420,18:44.420,0]",后边帮那个帮我设计一下优惠券没问题。,Help the one in the back and help me design the coupon.,1115
"[18:44.420,18:51.270,0]",今天呢，给大家待会儿领到券的宝贝去下单的，可以今天两位数体验一下买棉服的快乐啊。,"Today, I will place an order for the baby who got the ticket later. You can experience the happiness of buying cotton clothes in double digits today.",1115
"[18:51.270,18:54.170,0]",那个宝贝有啥问题，我刚刚没有看到呃。,What's wrong with that baby? I didn't see it.,1140
"[18:54.170,18:57.945,0]",然后你去联系我的客服，去找我客服去给他去解决好吧。,"Then you go to contact my customer service, go to my customer service to solve it for him.",1140
"[18:57.945,19:0.420,0]",问一下客服，你们今天想要怎么去买。,Ask customer service how you would like to buy it today.,1131
"[19:0.640,19:5.490,0]",要我单件的小格子的话，留个一，要我这3件都上的，留个3。,"If I want a single box, keep one, and if I want all three, keep three.",1131
"[19:5.790,19:12.440,0]",我们家直播间做搭配，但是我们家不捆绑消费，我按照你们需求来，你们今天想怎么买我就怎么上啊。,"Our home broadcast room to do collocation, but our family does not bundle consumption, I according to your needs, you want to buy how I can go on ah.",1125
"[19:12.440,19:13.940,0]",买衣服是自由的好不好？,"Buying clothes is free, okay?",1125
"[19:14.040,19:26.015,0]",然后这个衣服给到大家呢，它是加薄棉的，这件我觉得适合当内搭当内胆去穿，更适合南方一点，这个更适合北方一点的裤子，也有加绒不加绒两个规格的后台。,"Then this dress is given to everyone. It's made of thin cotton. I think this one is suitable to be worn as an inner lining, more suitable for the south, and this one is more suitable for the north.",1128
"[19:26.015,19:33.515,0]",这样吧，你把3个链接都给大家做一下，今天3件都上，每一件今天都给大家优惠一点好吧。,"I'll tell you what, why don't you make all three links for everyone, all three today, and give everyone a discount on each one today?",1152
"[19:33.515,19:43.940,0]",但是，我就一个小小请求，这个账号是新号啊，我们这个账号就需要快速涨粉儿的，所以大家先把关注点一下，我需要先累积到10万的信任粉丝。,"However, I just have a small request, this account is a new number ah, our account needs to quickly grow followers, so everyone focus on it first, I need to accumulate 100,000 trusted fans.",1160
"[19:43.940,19:53.990,0]",什么是信任粉丝就在我家，喜欢我家衣服的，呃来买我家衣服，想要成成为我的回头客的，今天这个关注来都不会让你们白点的好吧。,"What is the trust of fans in my home, like my clothes, uh to buy my clothes, want to become my repeat customers, today's attention will not let you white point well.",1154
"[19:54.090,20:0.590,0]",呃，那后台这样吧，今天愿意支持我们的宝贝是自家粉丝的，你刚刚呃棉服做的是30卷吗？,"Uh, how about backstage? The baby who wants to support us today is a fan of our own family. Did you just, uh, make 30 rolls?",1164
"[20:0.810,20:1.360,1]",是的。,Yes.,1164
"[20:1.460,20:3.585,0]",就先别发30了，直接改到50吧。,Let's skip the 30 and go straight to 50.,1148
"[20:3.585,20:10.310,0]",好的，今天给大家领到优惠券的宝贝，直接幺零九九十九都不开了。,"All right, today I got you all the coupons, so I won't open them anymore.",1148
"[20:10.510,20:15.160,0]",好吧，50块钱优惠券给你们去再发一波，领好券带你们上车，一共多少张？,"All right, I'll give you another wave of 50 yuan coupons. Get them and take you to the car. How many are there?",1148
"[20:15.360,20:17.310,1]",一共啊，只有80张。,B: That's all. Only 80.,1155
"[20:17.310,20:22.035,0]",80张券来，左上角准备好发券倒计时54321。,"80 tickets, top left, ready to hand out 54321.",1155
"[20:22.035,20:33.860,1]",左上角先点关注再领券，领券给优惠，秋季新款立减50元就有80张券，所以大家一样抓紧时间拼手速拼网速，先到先得。,"Top left first point attention and then coupon, coupon to discount, the autumn new model immediately reduced 50 yuan there are 80 coupons, so we take the same time to fight hand speed fight network speed, first come first served.",1154
"[20:34.710,20:38.560,0]",左上角点关注去领券，点关注，领到优惠券下单。,"In the top left corner, click Follow to get the coupon, click follow, get the coupon to order.",1171
"[20:38.610,20:43.210,0]",今天我们给到大家直接是额外再减50的，这实打实给你们减的啊。,Today we're giving you an extra 50. That's a real cut for you.,1171
"[20:43.260,20:48.560,0]",然后这两件你也帮我减一下，纯色跟卫裤的也是两位数优惠价格半价开一波啊。,Then you can also reduce these two for me. The solid color and sweatpants are also double figures at half price.,1182
"[20:48.710,20:53.660,0]",这三件，你们买哪件今天都划算，但是唯一缺点就是单不多，80单。,"A: You can get a good deal on any of these three today, but the only drawback is that there are not many orders, 80.",1187
"[20:53.760,20:56.510,0]",你们要什么尺码，公屏上留什么尺码。,What size do you want? What size is on the public screen?,1187
"[20:56.560,21:0.610,0]",后台这边根据大家公屏上留的尺码，就80单一。,"Backstage, according to the size on your public screen, it's only 80.",1187
"[21:0.680,21:5.730,0]",一对一精准加单，哪个尺码要的多，哪个尺码就给大家多开多加多上。,"One to one, the exact order, which size wants more, which size will give everyone more.",1217
"[21:5.880,21:16.605,0]",我手上展示的都是100码，我们家是90~150的国标尺码，正码正拍，你们要90留90，要100留100，哪个尺码多我就多开一点啊。,"My hand is showing 100 size, our family is 90~150 national standard size, positive size is shooting, you want 90 stay 90, want 100 stay 100, whichever size is more I will open a little more ah.",1217
"[21:16.605,21:25.630,0]",如果不知道怎么去拍身高体重报给我多刷几遍，我看到给你们做回复是80没有的啊，宝贝儿，150可以穿到80斤以内都没有问题的。,"If you don't know how to take the height and weight report to me a few times, I see to give you a reply is 80 no ah, baby, 150 can wear to 80 pounds are no problem.",1260
"[21:25.730,21:27.480,0]",9026斤就买90。,I'll buy you 90 pounds for 9026.,1263
"[21:27.680,21:29.730,0]",后台帮我看一下哪个尺码多一点。,"Backstage, help me see which size is bigger.",1264
"[21:29.730,21:31.980,1]",这波这波130要的多一点。,A little more for this wave of 130.,1252
"[21:31.980,21:32.780,0]",13是吗？,13 Do you?,1252
"[21:32.830,21:34.180,0]",那就13多加吧。,Make it 13 extra then.,1252
"[21:34.330,21:36.805,0]",好吧，其他码你们要的不多就不加那么多了。,"All right, I won't add so many other sizes if you don't want much.",1252
"[21:36.805,21:47.505,0]",来吧，先上一波呃，这个衣服的话，今天给大家呢要买两件的宝宝，我就不限你单了，家里面两个孩子的，咱们就不限单了，要买两件，分开两次领券下单。,"Come on, the first wave of uh, this dress, today for everyone to buy a two-piece baby, I will not limit your order, two children in the family, we will not limit the order, buy two, two separate voucher order.",1261
"[21:47.505,21:50.930,0]",第二件，我再给你减50两件累计减的更多。,"For the second piece, I'll give you 50 less. Two pieces will add up to more.",1261
"[21:51.130,21:54.780,0]",所以说，你们今天检查好了，就这么一点儿小事儿，咱们就上车了。,"So, you checked it out today, just a little thing, and we're on the bus.",1261
"[21:54.830,22:0.630,0]",左上角的50元券领到券的打个零，注明一下，我发了你领了。,"The 50 yuan coupon in the top left corner, put a zero on it and mark it as ""I gave it to you.""",1236
"[22:0.700,22:4.100,0]",那没什么问题就直接谈讲解了，就不在直播间去说了啊。,B: No problem. Just talk about it and explain it instead of going on the air.,1236
"[22:4.100,22:6.100,0]",喜欢小要宝贝，今天都可以感受一下。,"Love baby, you can feel it today.",1236
"[22:6.100,22:10.100,0]",如果没有领到券的，待会儿是要比别人贵，我们是补不了差价的。,"If you don't get the ticket, it will be more expensive than others, and we won't be able to make up the difference.",1228
"[22:10.100,22:24.000,0]",我先说好，是的，格子给大家放1号链接，纯色放2号，裤子放3号，一共给大家开100单吧，别开八十八十单了，100单再加20单给到你们好不好呃，今天买100单，全部是首批拍完之后恢复价格。,"Let me first say, yes, the grid for you to put a link No. 1, solid color put No. 2, pants put no. 3, give you a total of 100 singles, don't open eighty eighty singles, 100 singles plus 20 singles to you, well, today to buy 100 singles, all are the first batch of auction after the recovery price.",1229
"[22:24.050,22:25.825,0]",拍完之后直接下链接。,Go straight to the link when you're done.,1266
"[22:25.825,22:30.175,0]",所以喜欢小要的宝贝们可以先把名额先占到好吧，来准备一下。,"So if you love the baby, you can get your place first. Okay, let's get ready.",1226
"[22:30.175,22:40.450,1]",给大家加单倒计时543211号链接，一共100单，一号链接格子，2号链接纯色，3号链接裤子，成套搭配，美丽翻倍。,"Give you a single countdown 543211 link, a total of 100 singles, link No. 1 grid, link No. 2 solid color, link No. 3 pants, complete sets of matching, beautiful double.",1274
"[22:40.450,22:42.150,1]",名额有限，错过不再有。,"Seats are limited, missed no more.",1270
"[22:42.150,22:46.350,1]",大家赶紧刷新去抢，刷新去拍，先到先得。,"Refresh to grab, refresh to shoot, first come, first served.",1276
"[22:46.450,22:56.875,0]",嗯，是的，1号2号链接，3号链接都上了，真的喜欢想要宝贝去买去拍120，40多斤，买个120，如果超过48斤的话，就买13吧。,"Well, yes, No. 1, No. 2 link, No. 3 link are on, really like to want the baby to buy to shoot 120, 40 pounds, buy a 120, if more than 48 pounds, buy 13.",1277
"[22:56.875,23:0.650,0]",是的啊，这个衣服今天我们给大家呢，领到优惠券。,"Yes, we are giving this dress to everyone today. We got a coupon.",1277
"[23:0.720,23:4.520,0]",的宝贝去下单，领到优惠券的宝贝去下单。,"Baby to order, get the coupon baby to order.",1281
"[23:4.520,23:14.220,0]",今天给大家79块9起买棉服，秋冬春三个季节能当内搭，能当外套，洗完它不会成坨的男生女生都能去穿。,"Today, I give you 79 pieces of 9 to buy cotton clothes, autumn and winter and spring three seasons can be when the inside, when the coat, wash it will not become a lump of boys and girls can go to wear.",1284
"[23:14.270,23:19.420,0]",你在线下逛街，呃，几十几十分钟的话，那这几十块钱你都不知道花哪儿了。,"If you go shopping offline for, uh, dozens of minutes, then you don't know where to spend the tens of dollars.",1284
"[23:19.470,23:31.770,0]",今天在我直播间给到大家是明明白白花的，也知道你们买的是什么棉服的好吧，没有80的啊，能当内搭能当外套去穿的，你们到时候单穿它可以穿15°以上。,"Today in my live broadcast to everyone is clearly spent, I also know what you bought cotton jacket, OK, there is no 80 ah, can be used as the inside can be used as a coat to wear, you can wear it alone at that time more than 15 degrees.",1309
"[23:31.820,23:39.770,0]",如果觉得15°以下比较冷了，里面搭一个保暖衣啊，外面搭一个马甲是吧，羽绒服什么的搭上去，它都能穿的更加久一点。,"If you feel that it is cold below 15°, you can put on a warm coat inside, put on a vest outside, and put on a down jacket, it can be worn for a little longer.",1298
"[23:39.820,23:47.745,0]",今天我就开了100单，100单很快的直播间，1200个宝贝们都是在去点这个链接去买的，收到货，品质不会让你们失望。,"Today I opened 100 orders, 100 orders quickly broadcast room, 1200 babies are going to click this link to buy, received goods, quality will not let you down.",1245
"[23:47.745,23:50.120,0]",今天价格开的便宜，但是品质不打折。,"The price is cheap today, but the quality is not discounted.",1191
"[23:50.170,23:58.370,0]",我家直播间是新号，所以我们最后23，我们的这一波的话，就是让大家第一次来的宝贝可以先有第一次的体验感。,"My home broadcast room is a new number, so our last 23, our wave words, is to let everyone's first time to the baby can have the first experience.",1131
"[23:58.670,24:0.670,0]",收到货都可以对比一下线。,You can compare the goods when you receive them.,1131
"[24:0.740,24:9.390,0]",那你们买一百八九的品质觉得值得再留下不值没关系，等于说今天就是让你们花小钱体验高货来的，真的喜欢的不要错过。,"Then you buy 189 quality feel worth leaving it is not worth it, equal to say that today is to let you spend a little money to experience high goods, really like don't miss.",1094
"[24:9.390,24:17.290,0]",如果这个衣服的话，拍完我就直接恢复到129了啊，所以说，你们今天真心喜欢想要宝贝们直接去买，直接去拍就可以了。,"If this dress, I will directly recover to 129 after shooting, so, you really like to want babies today directly to buy, directly to shoot on it.",1094
"[24:17.340,24:25.515,0]",呃，八十四二十二斤买个九零码，八十五二十斤买90码，最后10单十单的话，我们再留15秒截单吧。,"Uh, 90 yards for $842, 90 yards for $85, and for the last 10 orders, we'll leave another 15 seconds for the cut-off.",996
"[24:25.515,24:29.140,0]",后台好的啊，没有160的男生女生都能去穿的。,"All right, backstage. No 160 boys or girls can wear it.",996
"[24:29.190,24:34.340,0]",这一件比较偏厚实，这一件比较偏轻薄，这件比较偏轻薄。,"This one is on the thick side, this one is on the light side, and this one is on the light side.",941
"[24:34.390,24:38.740,0]",然后，你们喜欢轻薄的厚实的都可以去按去下单，好不好呃？,"Then, you can order any thin or thick ones you like, OK?",871
"[24:38.740,24:47.140,0]",然后，这个衬衫也是给你们做加棉的，两个都是棉服来的衬衫到手价格今天给你们59块9起的，也是改好福利价格了。,"Then, this shirt is also made for you to add cotton, two are cotton-padded shirts from the hand price today to give you 59.9 yuan, is also changed the welfare price.",863
"[24:47.140,25:0.690,0]",衬衫没有开那么多单啊，衬衫拍完后台记得把价格恢复到我们正常售卖价格109好的，我觉得这一件它更适合那种内搭的内胆，就是你们到时候可以放在羽绒服里面去穿的裤子，给大家。,"There are not so many orders for the shirt. After the shirt is taken backstage, remember to restore the price to our normal sale price 109. Ok, I think this one is more suitable for the kind of inner lining, that is, the pants you can put under the down jacket to wear.",839
"[25:0.760,25:4.360,0]",收到的是加绒不加绒的都有南北方根据需求去选择。,The ones received with or without cashmere can be selected by the north and the south according to the demand.,803
"[25:4.460,25:14.410,0]",然后这个裤子今天也是39块9开的福利价格是的，你们如果说喜欢的裤子直接去买，直接去带裤子，拍完我就直接恢复到正常售卖价格69了啊。,"And this pants today is also 39.9 yuan welfare price Yes, if you like the pants directly to buy, directly to bring the pants, after the shooting I will directly restore to the normal sale price of 69 ah.",799
"[25:14.610,25:16.085,0]",格子看一下背后是吗？,"Check the back, will you?",819
"[25:16.085,25:22.585,0]",可以的啊，这个就是背后就是背后是光板净版的，嗯，男孩女孩都能去穿，没有了，没了吗？,"Yes, it's on the back. It's on the back. It's a clean plate. Yeah, boys and girls can wear it. No, no?",814
"[25:22.585,25:23.735,0]",对的，都没有了。,That's right. They're all gone.,824
"[25:23.735,25:28.960,0]",那刚刚买买呃买到的那一的那一波的话，全部给我放首批吧，没问题。,"So if you just bought the ones you got, give me the first batch. No problem.",819
"[25:29.260,25:36.585,0]",新粉今天第一次刚刚来到我们家直播间，先把关注先点一下啊，宝贝们，我们家这个号真的很需要大家的一个关注。,"New fans today for the first time just came to our home broadcast room, first to pay attention to the first click ah, baby, our home this number really needs your attention.",809
"[25:36.585,25:41.360,0]",来的这个是新号的，也想要快速涨粉来的，喜欢我家风格的都可以点一下。,"This is a new one. If you want to grow fast, you can click it if you like my style.",806
"[25:41.660,25:43.235,0]",嗯，你们都买到了吗？,"Well, have you all got them?",797
"[25:43.235,25:44.510,0]",都买到我要不就过了吧。,I'll take it either way.,797
"[25:44.510,25:48.060,0]",过一下其他款，我们家其他款也很多都买到，都拍到了吗？,Let's go over the other styles. We have a lot of other styles at home. Did you get them?,797
"[25:48.060,25:52.535,0]",我问一下我直播间宝贝们，这件呃，你们是哪一件没有买到吧？,"Let me ask my studio babes, which one of these, uh, didn't you get?",795
"[25:52.535,25:57.485,0]",这样吧，告诉一下我，你们是如果说格子的没买到的话，公屏上留个1。,"You know what? Tell me, if you don't get plaid, leave a 1 on the public screen.",795
"[25:57.485,26:0.710,0]",如果是小纯色衬衫没买到的话，公屏上留个二。,"If a small solid shirt is not available, leave a two on the public screen.",810
"[26:0.780,26:7.730,0]",我看一下大家是哪一件没有买到，没有排到的对如果说呃哪个没有拍到多，我就先讲哪个了。,"Let me take a look at what you didn't get, what you didn't get in line for and if you didn't get a lot of pictures, I'll talk about which one first.",810
"[26:7.730,26:12.755,0]",两件都没买到嘛，一二都有在留的那就两个链接都开了吧，再做一下链接。,I didn't get either. One or two are still there. Let's open both links and make links again.,810
"[26:12.755,26:26.030,0]",好的，今天再给大家再申请个最后50单吧，嗯，给你们半价再开一波，再体验一波，但是就50单，我把面料品质细节做工快速讲一下，讲完之后，快速带你们上车好吧？,"Ok, let's apply for the last 50 orders today. Well, I'll give you half price and open another wave to experience another wave, but only 50 orders. I'll tell you the details of the fabric quality and workmanship quickly, and then I'll take you to the car quickly, OK?",803
"[26:26.080,26:30.055,0]",买衣服再便宜都得看细节的品质才是首位很重要的。,"No matter how cheap you buy clothes, it is the quality of the details that matter.",812
"[26:30.055,26:38.330,0]",不管你是在我这儿买，还是在其他地方买的那800，各位宝贝们，我想知道下单的宝妈，你们都是给男生还是给女生买的呀？,"No matter whether you bought the 800 from me or elsewhere, dear babies, I want to know that the treasure mother who placed the order, are you buying for boys or girls?",835
"[26:38.530,26:41.905,0]",给男宝买的留个男，给女宝买的留个女。,Keep a boy for the boy and a girl for the girl.,868
"[26:41.905,26:53.830,0]",因为我们家新号每天嗯，就是人群不稳定，这样的话，也方便我跟我们家就是开发设计的小姐姐沟通一下，呃，以后设计的新款靠近你们的需求好吧。,"Because our new home every day, the crowd is not stable, in this case, it is also convenient for me to communicate with our family is the development and design of the little sister, uh, the future design of the new model close to your needs.",868
"[26:53.880,26:56.530,0]",我这一件的话，是偏男生女生都能穿的啊。,"If I wear this one, I think both boys and girls can wear it.",862
"[26:56.580,27:0.380,0]",这一件它的主题主题的话，就是偏晴天的主题。,The theme of this is the theme of sunny days.,862
"[27:0.800,27:5.350,0]",就是蓝天白云的感觉，穿在身上很显白，一眼明亮，很清新的。,"It is the feeling of blue sky and white clouds. Wearing it on the body is very white, and it is bright and fresh.",871
"[27:5.350,27:17.150,0]",然后整个面料给大家做到的是棉感的，这个面料外面是给大家做棉感的，中间双面加厚的棉棉服可以秋冬春三个季节，两年当内搭当外套都行的。,"Then the whole fabric is made of cotton. The outside of this fabric is made of cotton for everyone. The double-sided thick cotton clothing in the middle can be used in autumn, winter and spring three seasons, and it can be used as a coat within two years.",870
"[27:17.300,27:34.175,0]",然后内里给大家做了一层舒美绸的内衬，宝贝穿在身上吸湿排汗也很棒的，不会觉得闷，不会觉得捂啊，这个衣服我们给大家做到的是轻的保暖的，轻飘飘的保暖的感觉，它不厚重，呃，不是那种就是穿在身上压身儿压个儿的那种的。,"And then the inner for you to do a layer of Shu Mei silk lining, baby wear on the body moisture and sweat is also very good, will not feel stuffy, will not feel covered ah, this clothes we give you to do is light warm, light warm feeling, it is not heavy, uh, not the kind of that is to wear in the body pressure.",856
"[27:34.175,27:43.800,0]",我们这个衣服的话，大家小朋友穿在身上又舒服又轻盈，而且又保暖呃，然后你们回去手洗机洗不缩水不变形，洗完之后不会成坨的。,"Our clothes, you children wear on the body comfortable and light, and warm, and then you go back to the hand washing machine washing does not shrink and deformation, after washing will not be a lump.",809
"[27:43.950,27:53.500,0]",这个衣服给大家设计的品质细节都是线下，你们去人家专柜小众行货店买一件，可能得花到差不多到手的价格是3位数。,"The quality details of this dress design for you are all offline. If you go to other specialty stores to buy one, you may have to spend almost until the price you get is three figures.",792
"[27:53.500,27:56.300,0]",我不说三百来块钱，200左右得要吧。,I don't say three hundred yuan. Maybe two hundred.,807
"[27:56.600,28:0.750,0]",今天在我直播间129半价开，多划算，我想。,"It's half price in my studio 129 today. What a bargain, I think.",829
"[28:0.820,28:4.020,0]",注一下，1000人在线，这样吧，我设置一波优惠券。,"By the way, 1000 people are online. I'll set up a wave of coupons.",826
